run_index,scenario_seed,scenario_case_id,scenario_case_name,scenario_case_label,scenario_split,dominant_approach,dominant_approach_count,dominant_exit,dominant_exit_count,early_departures,total_agvs,north_agvs,south_agvs,west_agvs,east_agvs,spawn_plan_json,goal_plan_json
202,40202,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,11,,0,0,20,4,11,4,1,"{""EAST"": [0], ""NORTH"": [0, 4, 8, 12], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
203,40203,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,11,,0,0,20,3,2,11,4,"{""EAST"": [0, 4, 8, 12], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
204,40204,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,14,,0,0,20,14,3,1,2,"{""EAST"": [0, 4], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52], ""SOUTH"": [0, 4, 8], ""WEST"": [0]}","{""EAST"": [""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT""]}"
205,40205,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,13,,0,0,20,2,2,3,13,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48], ""NORTH"": [0, 4], ""SOUTH"": [0, 4], ""WEST"": [0, 4, 8]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
206,40206,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,13,,0,0,20,1,13,3,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48], ""WEST"": [0, 4, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
207,40207,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,11,,0,0,20,4,3,11,2,"{""EAST"": [0, 4], ""NORTH"": [0, 4, 8, 12], ""SOUTH"": [0, 4, 8], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40]}","{""EAST"": [""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
208,40208,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,13,,0,0,20,13,3,1,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48], ""SOUTH"": [0, 4, 8], ""WEST"": [0]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT""]}"
209,40209,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,12,,0,0,20,3,1,4,12,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44], ""NORTH"": [0, 4, 8], ""SOUTH"": [0], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
210,40210,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,10,,0,0,20,4,10,2,4,"{""EAST"": [0, 4, 8, 12], ""NORTH"": [0, 4, 8, 12], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""WEST"": [0, 4]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
211,40211,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,11,,0,0,20,3,3,11,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
212,40212,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,10,,0,0,20,10,5,2,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT""]}"
213,40213,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,14,,0,0,20,3,2,1,14,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4], ""WEST"": [0]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT""]}"
214,40214,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,10,,0,0,20,1,10,5,4,"{""EAST"": [0, 4, 8, 12], ""NORTH"": [0], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
215,40215,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,12,,0,0,20,2,4,12,2,"{""EAST"": [0, 4], ""NORTH"": [0, 4], ""SOUTH"": [0, 4, 8, 12], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]}","{""EAST"": [""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
216,40216,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,10,,0,0,20,10,1,4,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""SOUTH"": [0], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
217,40217,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,11,,0,0,20,1,4,4,11,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40], ""NORTH"": [0], ""SOUTH"": [0, 4, 8, 12], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
218,40218,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,10,,0,0,20,3,10,4,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
219,40219,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,11,,0,0,20,4,3,11,2,"{""EAST"": [0, 4], ""NORTH"": [0, 4, 8, 12], ""SOUTH"": [0, 4, 8], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40]}","{""EAST"": [""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
220,40220,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,14,,0,0,20,14,2,3,1,"{""EAST"": [0], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52], ""SOUTH"": [0, 4], ""WEST"": [0, 4, 8]}","{""EAST"": [""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
221,40221,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,10,,0,0,20,3,4,3,10,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8, 12], ""WEST"": [0, 4, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
222,40222,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,11,,0,0,20,3,11,3,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40], ""WEST"": [0, 4, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
223,40223,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,10,,0,0,20,4,3,10,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8, 12], ""SOUTH"": [0, 4, 8], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
224,40224,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,14,,0,0,20,14,3,2,1,"{""EAST"": [0], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52], ""SOUTH"": [0, 4, 8], ""WEST"": [0, 4]}","{""EAST"": [""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT""]}"
225,40225,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,13,,0,0,20,3,3,1,13,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8], ""WEST"": [0]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT""]}"
226,40226,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,14,,0,0,20,3,14,2,1,"{""EAST"": [0], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52], ""WEST"": [0, 4]}","{""EAST"": [""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
227,40227,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,10,,0,0,20,3,2,10,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
228,40228,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,10,,0,0,20,10,4,3,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""SOUTH"": [0, 4, 8, 12], ""WEST"": [0, 4, 8]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
229,40229,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,13,,0,0,20,3,1,3,13,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48], ""NORTH"": [0, 4, 8], ""SOUTH"": [0], ""WEST"": [0, 4, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
230,40230,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,10,,0,0,20,2,10,4,4,"{""EAST"": [0, 4, 8, 12], ""NORTH"": [0, 4], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
231,40231,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,10,,0,0,20,4,4,10,2,"{""EAST"": [0, 4], ""NORTH"": [0, 4, 8, 12], ""SOUTH"": [0, 4, 8, 12], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36]}","{""EAST"": [""N_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
232,40232,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,10,,0,0,20,10,5,2,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT""]}"
233,40233,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,13,,0,0,20,2,2,3,13,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48], ""NORTH"": [0, 4], ""SOUTH"": [0, 4], ""WEST"": [0, 4, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
234,40234,3,direction_skewed,Scenario 3: Direction-skewed,train_test,SOUTH,12,,0,0,20,3,12,1,4,"{""EAST"": [0, 4, 8, 12], ""NORTH"": [0, 4, 8], ""SOUTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44], ""WEST"": [0]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT""]}"
235,40235,3,direction_skewed,Scenario 3: Direction-skewed,train_test,WEST,13,,0,0,20,3,1,13,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8], ""SOUTH"": [0], ""WEST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
236,40236,3,direction_skewed,Scenario 3: Direction-skewed,train_test,NORTH,11,,0,0,20,11,2,4,3,"{""EAST"": [0, 4, 8], ""NORTH"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40], ""SOUTH"": [0, 4], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
237,40237,3,direction_skewed,Scenario 3: Direction-skewed,train_test,EAST,11,,0,0,20,1,4,4,11,"{""EAST"": [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40], ""NORTH"": [0], ""SOUTH"": [0, 4, 8, 12], ""WEST"": [0, 4, 8, 12]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
